dataset,budget,repeats,method,dimension,failure_recall_mean,failure_recall_ci_low,failure_recall_ci_high,failure_cluster_coverage_mean,failure_cluster_coverage_ci_low,failure_cluster_coverage_ci_high,boundary_coverage_mean,boundary_coverage_ci_low,boundary_coverage_ci_high,boundary_enrichment_mean,boundary_enrichment_ci_low,boundary_enrichment_ci_high,coverage_radius_mean,coverage_radius_ci_low,coverage_radius_ci_high
cobalt_threshold30,12,20,random,2,0.2083333333333333,0.183298611111111,0.2291666666666666,0.525,0.45,0.5875,0.1966666666666666,0.1533333333333333,0.24,0.9833333333333334,0.75,1.2,2.3707929608848417,2.193297149577664,2.547746486534298
cobalt_threshold30,12,20,cvt,2,0.1444444444444444,0.1388888888888889,0.1527777777777778,0.8,0.7625,0.85,0.13,0.1233333333333333,0.1333333333333333,0.65,0.6166666666666665,0.6666666666666665,0.734375066666372,0.728153724916748,0.7417689562869669
cobalt_threshold30,12,20,weighted_itr_cvt,2,0.1652777777777777,0.161111111111111,0.1694444444444444,1.0,1.0,1.0,0.0033333333333333,0.0,0.01,0.0166666666666666,0.0,0.05,1.050256818216,1.0319679515385285,1.068141142840573
cobalt_threshold30,12,20,fps,2,0.1819444444444444,0.1763888888888888,0.1875,1.0,1.0,1.0,0.0333333333333333,0.0199999999999999,0.0466666666666666,0.1666666666666666,0.0999999999999999,0.2333333333333333,1.0732245700379237,1.0396403412718074,1.1108285189929423
cobalt_threshold30,12,20,kennard_stone,2,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.3333333333333333,0.3333333333333332,0.3333333333333332,1.0515986603189538,1.051598660318954,1.051598660318954
cobalt_threshold30,12,20,ward,2,0.1944444444444444,0.1944444444444444,0.1944444444444444,0.75,0.75,0.75,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.6666666666666666,0.6666666666666665,0.6666666666666665,0.7153376660609491,0.715337666060949,0.715337666060949
cobalt_threshold30,12,20,repulsive_fps,2,0.1430555555555555,0.1319444444444444,0.1541666666666666,0.9875,0.9625,1.0,0.03,0.0166666666666666,0.0433333333333333,0.15,0.0833333333333333,0.2166666666666666,1.4053694101566312,1.3371853215362814,1.4749546858087443
cobalt_threshold30,12,20,random,8,0.2069444444444444,0.1861111111111111,0.2263888888888889,0.35,0.3,0.4,0.2333333333333333,0.1933333333333333,0.2733333333333333,1.1666666666666663,0.95,1.3666666666666667,7.139740191981284,6.902529080215396,7.37757799690967
cobalt_threshold30,12,20,cvt,8,0.1861111111111111,0.1805555555555555,0.1916666666666667,1.0,1.0,1.0,0.0833333333333333,0.0733333333333333,0.0966666666666666,0.4166666666666666,0.35,0.4833333333333333,4.361796647612854,4.33656211352927,4.387706036563101
cobalt_threshold30,12,20,weighted_itr_cvt,8,0.175,0.1666666666666666,0.1833333333333333,1.0,1.0,1.0,0.1233333333333333,0.11,0.1366666666666667,0.6166666666666666,0.5499999999999998,0.6833333333333332,4.489974771846825,4.440609829356634,4.542729720080944
cobalt_threshold30,12,20,fps,8,0.175,0.1652777777777778,0.1847222222222222,1.0,1.0,1.0,0.0233333333333333,0.01,0.0366666666666666,0.1166666666666666,0.05,0.1833333333333333,6.558244369650372,5.969222224947616,7.194975366182208
cobalt_threshold30,12,20,kennard_stone,8,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.481627294331039,7.481627294331041,7.481627294331041
cobalt_threshold30,12,20,ward,8,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.3333333333333333,0.3333333333333332,0.3333333333333332,4.468216101394634,4.468216101394633,4.468216101394633
cobalt_threshold30,12,20,repulsive_fps,8,0.1583333333333333,0.1472222222222222,0.1694444444444444,1.0,1.0,1.0,0.0033333333333333,0.0,0.01,0.0166666666666666,0.0,0.05,7.721770749958471,7.089894081708071,8.392389032369778
cobalt_threshold30,12,20,random,16,0.1972222222222222,0.1819444444444444,0.2111458333333332,0.4375,0.3625,0.525,0.1866666666666666,0.1533333333333333,0.22,0.9333333333333332,0.7666666666666667,1.1,11.189900146176392,10.982642009083367,11.377047773050574
cobalt_threshold30,12,20,cvt,16,0.1638888888888889,0.1569444444444444,0.1722222222222222,1.0,1.0,1.0,0.0966666666666666,0.0833333333333333,0.11,0.4833333333333333,0.4166666666666666,0.55,8.534144721850776,8.459284641969704,8.632702167701547
cobalt_threshold30,12,20,weighted_itr_cvt,16,0.1583333333333333,0.1472222222222222,0.1708333333333333,0.975,0.9375,1.0,0.1466666666666666,0.1366666666666666,0.16,0.7333333333333333,0.6833333333333332,0.7999999999999999,8.89826765190448,8.822790012699762,8.986355336147819
cobalt_threshold30,12,20,fps,16,0.1972222222222222,0.1888888888888889,0.2055555555555555,1.0,1.0,1.0,0.02,0.0066666666666666,0.0333333333333333,0.1,0.0333333333333333,0.1666666666666666,14.941560723814144,12.700874747438894,17.329029727579062
cobalt_threshold30,12,20,kennard_stone,16,0.1944444444444444,0.1944444444444444,0.1944444444444444,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.964320936442427,21.96432093644243,21.96432093644243
cobalt_threshold30,12,20,ward,16,0.1944444444444444,0.1944444444444444,0.1944444444444444,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.3333333333333333,0.3333333333333332,0.3333333333333332,8.482318345386094,8.482318345386094,8.482318345386094
cobalt_threshold30,12,20,repulsive_fps,16,0.1944444444444444,0.1847222222222222,0.2041666666666667,1.0,1.0,1.0,0.0166666666666666,0.0066666666666666,0.03,0.0833333333333333,0.0333333333333333,0.15,15.234387029104258,13.122808024565323,17.386243906145737
cobalt_threshold30,12,20,random,full,0.1916666666666666,0.1736111111111111,0.2083333333333333,0.3375,0.2875,0.3875,0.1833333333333333,0.1433333333333333,0.2266666666666667,0.9166666666666666,0.7166666666666667,1.1333333333333333,22.268422762297742,21.750248968348444,22.82087893815611
cobalt_threshold30,12,20,cvt,full,0.1666666666666666,0.1555555555555555,0.1805555555555555,0.925,0.875,0.975,0.0933333333333333,0.08,0.1066666666666666,0.4666666666666666,0.3999999999999999,0.5333333333333333,19.397408073250887,19.32571749799836,19.473182021857248
cobalt_threshold30,12,20,weighted_itr_cvt,full,0.175,0.1625,0.1888888888888888,0.9375,0.8875,0.9875,0.1833333333333333,0.1566666666666666,0.21,0.9166666666666666,0.7833333333333332,1.0666666666666664,19.882514963551397,19.765814038569538,20.008758101069592
cobalt_threshold30,12,20,fps,full,0.2069444444444444,0.1972222222222222,0.2166666666666667,1.0,1.0,1.0,0.0233333333333333,0.01,0.0366666666666666,0.1166666666666666,0.05,0.1833333333333333,25.72611409744369,24.321548029877867,27.163368047511995
cobalt_threshold30,12,20,kennard_stone,full,0.1944444444444444,0.1944444444444444,0.1944444444444444,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.746961537448364,30.74696153744836,30.74696153744836
cobalt_threshold30,12,20,ward,full,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.3333333333333333,0.3333333333333332,0.3333333333333332,19.25034302919073,19.25034302919073,19.25034302919073
cobalt_threshold30,12,20,repulsive_fps,full,0.1986111111111111,0.1875,0.2097222222222222,1.0,1.0,1.0,0.0133333333333333,0.0033333333333333,0.0266666666666666,0.0666666666666666,0.0166666666666666,0.1333333333333333,26.683989537224583,25.590460049073197,27.8030410902777
cobalt_threshold30,12,20,random,tanimoto,0.1916666666666666,0.1749652777777777,0.2097222222222222,0.725,0.675,0.7875,0.19375,0.15625,0.23125,0.96875,0.796875,1.140625,0.5437293727088492,0.5376140158410667,0.5502722155198494
cobalt_threshold30,12,20,cvt,tanimoto,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.75,0.75,0.75,0.1875,0.1875,0.1875,0.9375,0.9375,0.9375,0.4928728904050203,0.4928728904050204,0.4928728904050204
cobalt_threshold30,12,20,weighted_itr_cvt,tanimoto,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.75,0.75,0.75,0.25,0.25,0.25,1.25,1.25,1.25,0.4913591468428002,0.4913591468428002,0.4913591468428002
cobalt_threshold30,12,20,fps,tanimoto,0.2166666666666666,0.2069444444444444,0.2263888888888889,0.875,0.825,0.925,0.11875,0.09375,0.14375,0.59375,0.46875,0.71875,0.5517425538016217,0.5469692149016893,0.5565580667183745
cobalt_threshold30,12,20,kennard_stone,tanimoto,0.2222222222222222,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,0.0625,0.0625,0.0625,0.3125,0.3125,0.3125,0.5594577933368808,0.5594577933368808,0.5594577933368808
cobalt_threshold30,12,20,ward,tanimoto,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.75,0.75,0.75,0.1875,0.1875,0.1875,0.9375,0.9375,0.9375,0.4928728904050203,0.4928728904050204,0.4928728904050204
cobalt_threshold30,12,20,repulsive_fps,tanimoto,0.2069444444444444,0.1930555555555555,0.2208333333333333,0.825,0.775,0.875,0.153125,0.13125,0.1750781249999995,0.765625,0.671875,0.875,0.556277646345387,0.5521699005340022,0.5603349214290528
cobalt_threshold50,12,20,random,2,0.2056818181818181,0.1931818181818181,0.2193181818181818,0.4125,0.35,0.475,0.1966666666666666,0.1566666666666666,0.2366666666666666,0.9833333333333332,0.7829166666666665,1.1833333333333331,2.3707929608848417,2.193297149577664,2.547746486534298
cobalt_threshold50,12,20,cvt,2,0.1659090909090909,0.1602272727272727,0.1727272727272727,1.0,1.0,1.0,0.1266666666666666,0.1166666666666666,0.1333333333333333,0.6333333333333333,0.5833333333333333,0.6666666666666665,0.734375066666372,0.728153724916748,0.7417689562869669
cobalt_threshold50,12,20,weighted_itr_cvt,2,0.1920454545454545,0.1852272727272727,0.1977272727272727,1.0,1.0,1.0,0.0633333333333333,0.0566666666666666,0.0666666666666666,0.3166666666666666,0.2833333333333332,0.3333333333333332,1.022213339279499,1.0060304124007742,1.0388078347123657
cobalt_threshold50,12,20,fps,2,0.2034090909090909,0.1965909090909091,0.2102272727272726,1.0,1.0,1.0,0.03,0.0166666666666666,0.0433333333333333,0.15,0.0833333333333333,0.2166666666666666,1.0732245700379237,1.0396403412718074,1.1108285189929423
cobalt_threshold50,12,20,kennard_stone,2,0.2045454545454545,0.2045454545454545,0.2045454545454545,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0515986603189538,1.051598660318954,1.051598660318954
cobalt_threshold50,12,20,ward,2,0.2045454545454545,0.2045454545454545,0.2045454545454545,1.0,1.0,1.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.6666666666666666,0.6666666666666665,0.6666666666666665,0.7153376660609491,0.715337666060949,0.715337666060949
cobalt_threshold50,12,20,repulsive_fps,2,0.1659090909090909,0.1568181818181818,0.1761363636363636,1.0,1.0,1.0,0.0266666666666666,0.0133333333333333,0.04,0.1333333333333333,0.0666666666666666,0.2,1.3875636809222889,1.320408016400778,1.461540430426395
cobalt_threshold50,12,20,random,8,0.2102272727272727,0.1931818181818181,0.2261363636363636,0.3875,0.3375,0.4375,0.2333333333333333,0.1933333333333333,0.2733333333333333,1.1666666666666663,0.95,1.3666666666666667,7.139740191981284,6.902529080215396,7.37757799690967
cobalt_threshold50,12,20,cvt,8,0.1977272727272727,0.1931818181818181,0.2022727272727273,1.0,1.0,1.0,0.0833333333333333,0.0733333333333333,0.0966666666666666,0.4166666666666666,0.35,0.4833333333333333,4.361796647612854,4.33656211352927,4.387706036563101
cobalt_threshold50,12,20,weighted_itr_cvt,8,0.2011363636363636,0.1931818181818181,0.209090909090909,1.0,1.0,1.0,0.1233333333333333,0.11,0.1366666666666667,0.6166666666666666,0.5499999999999998,0.6833333333333332,4.493199582984036,4.440947223966138,4.547849285206657
cobalt_threshold50,12,20,fps,8,0.2125,0.2056818181818181,0.2204545454545454,1.0,1.0,1.0,0.0233333333333333,0.01,0.0366666666666666,0.1166666666666666,0.05,0.1833333333333333,6.558244369650372,5.969222224947616,7.194975366182208
cobalt_threshold50,12,20,kennard_stone,8,0.2272727272727272,0.2272727272727273,0.2272727272727273,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.481627294331039,7.481627294331041,7.481627294331041
cobalt_threshold50,12,20,ward,8,0.2045454545454545,0.2045454545454545,0.2045454545454545,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.3333333333333333,0.3333333333333332,0.3333333333333332,4.468216101394634,4.468216101394633,4.468216101394633
cobalt_threshold50,12,20,repulsive_fps,8,0.2,0.1897727272727272,0.209090909090909,1.0,1.0,1.0,0.01,0.0,0.02,0.05,0.0,0.1166666666666666,7.465364187995801,6.772367272252195,8.211694329701052
cobalt_threshold50,12,20,random,16,0.2,0.1897727272727272,0.209090909090909,0.3875,0.3125,0.475,0.1866666666666666,0.1533333333333333,0.22,0.9333333333333332,0.7666666666666667,1.1,11.189900146176392,10.982642009083367,11.377047773050574
cobalt_threshold50,12,20,cvt,16,0.2204545454545454,0.2159090909090909,0.225,1.0,1.0,1.0,0.0966666666666666,0.0833333333333333,0.11,0.4833333333333333,0.4166666666666666,0.55,8.534144721850776,8.459284641969704,8.632702167701547
cobalt_threshold50,12,20,weighted_itr_cvt,16,0.1977272727272727,0.1909090909090909,0.2045454545454545,1.0,1.0,1.0,0.1466666666666666,0.1366666666666666,0.16,0.7333333333333333,0.6833333333333332,0.7999999999999999,8.89716595866014,8.799005163126678,8.993566934891168
cobalt_threshold50,12,20,fps,16,0.2284090909090909,0.2227272727272727,0.2340909090909091,1.0,1.0,1.0,0.02,0.0066666666666666,0.0333333333333333,0.1,0.0333333333333333,0.1666666666666666,14.941560723814144,12.700874747438894,17.329029727579062
cobalt_threshold50,12,20,kennard_stone,16,0.2272727272727272,0.2272727272727273,0.2272727272727273,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.964320936442427,21.96432093644243,21.96432093644243
cobalt_threshold50,12,20,ward,16,0.2272727272727272,0.2272727272727273,0.2272727272727273,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.3333333333333333,0.3333333333333332,0.3333333333333332,8.482318345386094,8.482318345386094,8.482318345386094
cobalt_threshold50,12,20,repulsive_fps,16,0.2261363636363636,0.2193181818181818,0.2329545454545454,1.0,1.0,1.0,0.0166666666666666,0.0066666666666666,0.03,0.0833333333333333,0.0333333333333333,0.15,15.284277944781492,13.142229149942455,17.46464740969015
cobalt_threshold50,12,20,random,full,0.1931818181818181,0.1806818181818181,0.2056818181818181,0.3375,0.2875,0.3875,0.1833333333333333,0.1433333333333333,0.2266666666666667,0.9166666666666666,0.7166666666666667,1.1333333333333333,22.268422762297742,21.750248968348444,22.82087893815611
cobalt_threshold50,12,20,cvt,full,0.1954545454545454,0.1863636363636363,0.2034090909090909,0.925,0.875,0.975,0.0933333333333333,0.08,0.1066666666666666,0.4666666666666666,0.3999999999999999,0.5333333333333333,19.397408073250887,19.32571749799836,19.473182021857248
cobalt_threshold50,12,20,weighted_itr_cvt,full,0.1931818181818181,0.1818181818181818,0.2045454545454545,0.9375,0.8875,0.9875,0.18,0.1566666666666666,0.2033333333333333,0.9,0.7833333333333332,1.0333333333333332,19.857369095767076,19.755257191467773,19.966795768045223
cobalt_threshold50,12,20,fps,full,0.234090909090909,0.2272727272727272,0.2409090909090909,1.0,1.0,1.0,0.0233333333333333,0.01,0.0366666666666666,0.1166666666666666,0.05,0.1833333333333333,25.72611409744369,24.321548029877867,27.163368047511995
cobalt_threshold50,12,20,kennard_stone,full,0.2272727272727272,0.2272727272727273,0.2272727272727273,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.746961537448364,30.74696153744836,30.74696153744836
cobalt_threshold50,12,20,ward,full,0.1818181818181818,0.1818181818181818,0.1818181818181818,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.3333333333333333,0.3333333333333332,0.3333333333333332,19.25034302919073,19.25034302919073,19.25034302919073
cobalt_threshold50,12,20,repulsive_fps,full,0.2295454545454545,0.2215909090909091,0.2375,1.0,1.0,1.0,0.0133333333333333,0.0033333333333333,0.0266666666666666,0.0666666666666666,0.0166666666666666,0.1333333333333333,26.683989537224583,25.590460049073197,27.8030410902777
cobalt_threshold50,12,20,random,tanimoto,0.1931818181818181,0.1806818181818182,0.2068181818181818,0.85,0.775,0.9125,0.2,0.1633333333333333,0.2433333333333333,1.0,0.8166666666666667,1.1999999999999995,0.5437293727088492,0.5376140158410667,0.5502722155198494
cobalt_threshold50,12,20,cvt,tanimoto,0.1590909090909091,0.1590909090909091,0.1590909090909091,1.0,1.0,1.0,0.3333333333333333,0.3333333333333332,0.3333333333333332,1.6666666666666663,1.6666666666666667,1.6666666666666667,0.4928728904050203,0.4928728904050204,0.4928728904050204
cobalt_threshold50,12,20,weighted_itr_cvt,tanimoto,0.1818181818181818,0.1818181818181818,0.1818181818181818,1.0,1.0,1.0,0.3333333333333333,0.3333333333333332,0.3333333333333332,1.6666666666666663,1.6666666666666667,1.6666666666666667,0.4913591468428002,0.4913591468428002,0.4913591468428002
cobalt_threshold50,12,20,fps,tanimoto,0.2147727272727272,0.2056818181818181,0.2238920454545453,1.0,1.0,1.0,0.0866666666666666,0.0566666666666666,0.12,0.4333333333333333,0.2666666666666666,0.5999999999999999,0.5517425538016217,0.5469692149016893,0.5565580667183745
cobalt_threshold50,12,20,kennard_stone,tanimoto,0.2272727272727272,0.2272727272727273,0.2272727272727273,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.3333333333333333,0.3333333333333332,0.3333333333333332,0.5594577933368808,0.5594577933368808,0.5594577933368808
cobalt_threshold50,12,20,ward,tanimoto,0.1590909090909091,0.1590909090909091,0.1590909090909091,1.0,1.0,1.0,0.3333333333333333,0.3333333333333332,0.3333333333333332,1.6666666666666663,1.6666666666666667,1.6666666666666667,0.4928728904050203,0.4928728904050204,0.4928728904050204
cobalt_threshold50,12,20,repulsive_fps,tanimoto,0.2125,0.2056818181818182,0.2193181818181818,1.0,1.0,1.0,0.11,0.08,0.14,0.55,0.3999999999999999,0.7,0.5535008976963192,0.549500656622772,0.557697095992611
