dataset,dimension,r2_mean,r2_ci_low,r2_ci_high,rmse_mean,rmse_ci_low,rmse_ci_high
buchwald_hartwig,2,-0.0188266808836529,-0.0458195733168046,0.0087570521999728,27.562854854625098,27.220677988702228,27.893232174048517
buchwald_hartwig,16,0.7412223706552781,0.7330173762138545,0.7489893933215901,13.889190427209932,13.663021255533122,14.110338631067158
buchwald_hartwig,32,0.8149254595978482,0.8084140993486432,0.8204855391412617,11.742204324934404,11.565937759597684,11.925135393282812
buchwald_hartwig,full,0.8700118726517113,0.8658905547186135,0.8742130635448168,9.83972279042255,9.694436989626782,9.9844520786394
suzuki_miyaura,2,0.0709927019215918,0.0450274928291519,0.0966825504759777,27.056717194239603,26.69343815911056,27.407126449484476
suzuki_miyaura,16,0.6608183769693652,0.650233900211911,0.6713858408841137,16.347876539905048,16.105222809336087,16.606169657186904
suzuki_miyaura,32,0.782194921911957,0.7760463278308494,0.7879571632628285,13.101612975645873,12.948382617653282,13.269677110472308
suzuki_miyaura,full,0.8382701323282936,0.8337973160042229,0.8424842220226777,11.291208252323765,11.150988227646588,11.434399091108846
