method,dimension,n_repeats,effective_dim,explained_variance_ratio_mean,reference_exact_recall_mean,reference_exact_recall_std,reference_exact_recall_ci_low,reference_exact_recall_ci_high,sample_reference_hit_rate_mean,sample_reference_hit_rate_std,sample_reference_hit_rate_ci_low,sample_reference_hit_rate_ci_high,reference_mean_nearest_sample_distance_mean,reference_mean_nearest_sample_distance_std,reference_mean_nearest_sample_distance_ci_low,reference_mean_nearest_sample_distance_ci_high,reference_median_nearest_sample_distance_mean,reference_median_nearest_sample_distance_std,reference_median_nearest_sample_distance_ci_low,reference_median_nearest_sample_distance_ci_high,coverage_radius_mean,coverage_radius_std,coverage_radius_ci_low,coverage_radius_ci_high,max_coverage_radius_mean,max_coverage_radius_std,max_coverage_radius_ci_low,max_coverage_radius_ci_high,mean_sample_nn_distance_mean,mean_sample_nn_distance_std,mean_sample_nn_distance_ci_low,mean_sample_nn_distance_ci_high,reference_coverage_q10_mean,reference_coverage_q10_std,reference_coverage_q10_ci_low,reference_coverage_q10_ci_high,reference_enrichment_q10_mean,reference_enrichment_q10_std,reference_enrichment_q10_ci_low,reference_enrichment_q10_ci_high,reference_cluster_coverage_q10_mean,reference_cluster_coverage_q10_std,reference_cluster_coverage_q10_ci_low,reference_cluster_coverage_q10_ci_high,reference_coverage_q25_mean,reference_coverage_q25_std,reference_coverage_q25_ci_low,reference_coverage_q25_ci_high,reference_enrichment_q25_mean,reference_enrichment_q25_std,reference_enrichment_q25_ci_low,reference_enrichment_q25_ci_high,reference_cluster_coverage_q25_mean,reference_cluster_coverage_q25_std,reference_cluster_coverage_q25_ci_low,reference_cluster_coverage_q25_ci_high,explained_variance_ratio_std,explained_variance_ratio_ci_low,explained_variance_ratio_ci_high
random,128,5,128,0.40983775895578833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.181881475604246,0.9740348334279415,13.483470308196416,14.952828339242293,14.09725650875593,0.7682407666875672,13.536264676713065,14.746282285525243,19.55504801732668,0.154731892752267,19.43707560280125,19.67302043185211,95.36544689731565,2.859445003804108,92.90554734761552,97.15043768255244,20.22878869291069,0.9347922410449057,19.49391208872015,20.944501316215643,0.27118644067796616,0.06884778309013527,0.223728813559322,0.32542372881355935,2.711864406779661,0.6884778309013526,2.23728813559322,3.254237288135593,0.475,0.13693063937629152,0.35,0.575,0.6,0.0860910176216969,0.5322033898305085,0.671186440677966,2.4,0.3443640704867876,2.128813559322034,2.6576271186440676,0.725,0.10458250331675945,0.65,0.8,0.0,0.40983775895578833,0.40983775895578833
cvt,128,5,128,0.40983775895578833,0.0440677966101695,0.01515978289830366,0.030508474576271188,0.05084745762711864,0.043333333333333335,0.014907119849998601,0.03,0.05,11.604336278336628,0.38325294590304804,11.263209271021562,11.873933428800848,12.254904656467273,0.41006376057733523,11.947030218170873,12.553907589603675,17.328279161581765,0.027854370940867405,17.30924390043173,17.35261724063428,93.23725957788068,9.86353475277144,84.29927398128464,98.02004618729775,26.73287533325946,1.3866454878823233,25.62681312078585,27.83311731540964,0.33220338983050846,0.01932500720507013,0.31864406779661014,0.34576271186440677,3.322033898305085,0.1932500720507014,3.1525423728813555,3.457627118644068,0.475,0.10458250331675945,0.4,0.55,0.6983050847457627,0.04547934869491096,0.6644067796610169,0.735593220338983,2.7932203389830508,0.18191739477964383,2.6576271186440676,2.942372881355932,0.85,0.10458250331675945,0.775,0.925,0.0,0.40983775895578833,0.40983775895578833
fps,128,5,128,0.40983775895578833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.567088888966886,3.7736219081070623,21.772473068354525,27.361704709579243,24.3089836403877,3.811261943914622,21.477754662755896,27.44176642106611,28.190686240645523,2.983548608066575,25.93240758991447,30.44896489137658,51.06426924498108,0.6904832133220915,50.53436840212203,51.59417008784013,60.3792236376288,0.5969093984753862,59.903878941021034,60.854568334236546,0.29491525423728815,0.08181368397387913,0.23728813559322032,0.3593220338983051,2.949152542372881,0.8181368397387911,2.3389830508474576,3.5593220338983054,0.45,0.18957188610128878,0.3,0.6,0.5932203389830508,0.07767077449077696,0.5388983050847457,0.6576271186440679,2.3728813559322033,0.31068309796310783,2.142372881355932,2.630508474576271,0.625,0.08838834764831845,0.55,0.7,0.0,0.40983775895578833,0.40983775895578833
kennard_stone,128,5,128,0.40983775895578833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.24582181096167,0.0,44.24582181096167,44.24582181096167,44.43562623177842,0.0,44.43562623177842,44.43562623177842,44.16027109729117,0.0,44.16027109729117,44.16027109729117,55.39561159116177,0.0,55.39561159116177,55.39561159116177,62.66287119677311,0.0,62.66287119677311,62.66287119677311,0.06779661016949153,0.0,0.06779661016949153,0.06779661016949153,0.6779661016949152,0.0,0.6779661016949152,0.6779661016949152,0.25,0.0,0.25,0.25,0.3050847457627119,0.0,0.3050847457627119,0.3050847457627119,1.2203389830508475,0.0,1.2203389830508475,1.2203389830508475,0.375,0.0,0.375,0.375,0.0,0.40983775895578833,0.40983775895578833
ward,128,5,128,0.40983775895578833,0.01694915254237288,0.0,0.01694915254237288,0.01694915254237288,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,11.61600104463691,0.0,11.61600104463691,11.61600104463691,12.192437591129746,0.0,12.192437591129746,12.192437591129746,17.344030372629096,0.0,17.344030372629096,17.344030372629096,75.6284638253793,0.0,75.6284638253793,75.6284638253793,28.167478295228886,3.972054645195637e-15,28.167478295228886,28.167478295228886,0.3389830508474576,0.0,0.3389830508474576,0.3389830508474576,3.3898305084745757,4.965068306494546e-16,3.3898305084745757,3.3898305084745757,0.5,0.0,0.5,0.5,0.7288135593220338,0.0,0.7288135593220338,0.7288135593220338,2.9152542372881354,0.0,2.9152542372881354,2.9152542372881354,1.0,0.0,1.0,1.0,0.0,0.40983775895578833,0.40983775895578833
random,full,5,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.284641744606585,1.3658082781345011,26.25302452909886,28.327377852096625,27.311436679593875,1.0266448716021337,26.562244435529834,28.147938742331558,35.46366531618391,0.7624361654995714,34.892426332875424,36.034904299492396,115.7968372200555,0.23986774693841645,115.61889636003204,115.9859306599647,35.47525281166428,0.38047764498617354,35.185734184846524,35.76477143848203,0.37966101694915255,0.022739674347455503,0.3627118644067796,0.3966101694915255,3.796610169491525,0.22739674347455488,3.6271186440677967,3.966101694915254,0.25,0.0,0.25,0.25,0.5864406779661018,0.015159782898303662,0.576271186440678,0.6,2.345762711864407,0.06063913159321465,2.305084745762712,2.4,0.35,0.05590169943749474,0.3,0.375,0.0,1.0,1.0
cvt,full,5,1191,1.0,0.02711864406779661,0.009283433178053663,0.020338983050847456,0.03389830508474576,0.026666666666666665,0.009128709291752768,0.019999999999999997,0.03333333333333333,22.999542008241058,0.1543097617302126,22.906937357885532,23.12678586957633,22.618581028211583,0.010440096287339686,22.61095665989278,22.626205396530384,32.455537314867456,0.06720004298641188,32.399257897699876,32.50644844586484,114.8436152625731,1.4538319043798018,113.73367109885831,115.95355942628791,37.199965139387636,1.7409410157865246,35.89327138325654,38.50665889551874,0.4101694915254237,0.018566866356107308,0.39661016949152544,0.42372881355932196,4.101694915254237,0.185668663561073,3.966101694915254,4.23728813559322,0.25,0.0,0.25,0.25,0.6271186440677966,0.0,0.6271186440677966,0.6271186440677966,2.5084745762711864,0.0,2.5084745762711864,2.5084745762711864,0.5,0.0,0.5,0.5,0.0,1.0,1.0
fps,full,5,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66161519851764,5.981219459411035,33.46134284870813,42.836728474840974,38.483820495542076,6.05622380272778,33.304077901666666,42.776830448359746,44.61243971732627,4.918962287481162,40.352642265909765,48.04974136689923,77.96710580554347,1.9902784236717574,76.22354813650414,79.27196662503037,86.57798761334774,1.8156218469261365,85.01871468327954,87.82817728545442,0.39322033898305087,0.027850299534160988,0.3694915254237288,0.4135593220338983,3.9322033898305078,0.27850299534160977,3.7288135593220337,4.135593220338983,0.25,0.0,0.25,0.25,0.6,0.030789664617940603,0.576271186440678,0.6237288135593221,2.4,0.12315865847176241,2.305084745762712,2.4949152542372883,0.45,0.14252192813739226,0.35,0.55,0.0,1.0,1.0
kennard_stone,full,5,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.80218273241766,0.0,71.80218273241766,71.80218273241766,71.83358098434864,0.0,71.83358098434864,71.83358098434864,73.57640992041593,0.0,73.57640992041593,73.57640992041593,91.39033838704292,0.0,91.39033838704292,91.39033838704292,97.9143841916483,0.0,97.9143841916483,97.9143841916483,0.288135593220339,0.0,0.288135593220339,0.288135593220339,2.8813559322033897,0.0,2.8813559322033897,2.8813559322033897,0.25,0.0,0.25,0.25,0.5423728813559322,0.0,0.5423728813559322,0.5423728813559322,2.169491525423729,0.0,2.169491525423729,2.169491525423729,0.375,0.0,0.375,0.375,0.0,1.0,1.0
ward,full,5,1191,1.0,0.01694915254237288,0.0,0.01694915254237288,0.01694915254237288,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,23.072743326624426,0.0,23.072743326624426,23.072743326624426,22.837812096334172,0.0,22.837812096334172,22.837812096334172,32.642863456793116,0.0,32.642863456793116,32.642863456793116,113.2619354075127,1.5888218580782548e-14,113.2619354075127,113.2619354075127,38.79212758037996,0.0,38.79212758037996,38.79212758037996,0.4406779661016949,0.0,0.4406779661016949,0.4406779661016949,4.406779661016949,0.0,4.406779661016949,4.406779661016949,0.375,0.0,0.375,0.375,0.6440677966101694,0.0,0.6440677966101694,0.6440677966101694,2.5762711864406778,0.0,2.5762711864406778,2.5762711864406778,0.625,0.0,0.625,0.625,0.0,1.0,1.0
random,tanimoto,5,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6216034195826106,0.024457995314965814,0.6028676478675985,0.6397385717109122,0.6433327299395858,0.02879203631620134,0.621620585056309,0.6650448748228626,0.6003582892323387,0.00677463707622041,0.5944625844210738,0.6049466124678713,0.8349235628374163,0.016870279140561186,0.8232675179045937,0.8492206595720677,0.5961425758932508,0.014131846153780438,0.5857475148568191,0.6068229276432252,0.04745762711864406,0.027850299534160988,0.02711864406779661,0.06779661016949153,0.47457627118644063,0.2785029953416099,0.2711864406779661,0.711864406779661,0.275,0.13693063937629152,0.175,0.4,0.1728813559322034,0.06498403224637564,0.12542372881355932,0.2305084745762712,0.6915254237288136,0.25993612898550256,0.5016949152542373,0.9084745762711866,0.7,0.11180339887498948,0.625,0.8,0.0,1.0,1.0
cvt,tanimoto,5,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5757235549511448,0.0,0.5757235549511448,0.5757235549511448,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6062278240451203,0.0,0.6062278240451203,0.6062278240451203,0.8055555555555556,0.0,0.8055555555555556,0.8055555555555556,0.7108102133155386,0.0,0.7108102133155386,0.7108102133155386,0.11864406779661016,1.5515838457795457e-17,0.11864406779661016,0.11864406779661016,1.1864406779661016,0.0,1.1864406779661016,1.1864406779661016,0.5,0.0,0.5,0.5,0.3050847457627119,0.0,0.3050847457627119,0.3050847457627119,1.2203389830508475,0.0,1.2203389830508475,1.2203389830508475,0.875,0.0,0.875,0.875,0.0,1.0,1.0
fps,tanimoto,5,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6644611841516088,0.005394722068472792,0.6601419757296619,0.6681769457202713,0.6810054773082942,0.011056882436838066,0.6707942097026605,0.6875,0.6719108266711513,0.004931058232661165,0.6681887286238155,0.6756200613501371,0.7883361445267348,0.0020156731011052604,0.7869215291750503,0.7898912529550827,0.8023273815948746,0.0031656988109234536,0.799890395503138,0.8046200539125998,0.10508474576271187,0.03674488709945559,0.07796610169491525,0.13228813559321986,1.0508474576271187,0.3674488709945559,0.7796610169491525,1.3220338983050848,0.55,0.14252192813739223,0.45,0.675,0.31864406779661014,0.06273476448583643,0.2779661016949152,0.3728813559322034,1.2745762711864406,0.2509390579433457,1.111864406779661,1.4915254237288136,0.875,0.125,0.775,0.975,0.0,1.0,1.0
kennard_stone,tanimoto,5,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6707809715605393,0.0037448769012532997,0.668046100155344,0.6735158429657346,0.6939814814814815,0.008875134033648533,0.6875,0.700462962962963,0.6740840259168756,0.0029370913331961766,0.671931841804382,0.6762362100293691,0.7924414392658778,0.00033067046456481926,0.7921999517024872,0.7926829268292683,0.8052919854696349,0.000614270431402776,0.8048433857740512,0.8057405851652184,0.09830508474576272,0.007579891449151834,0.09152542372881356,0.10169491525423728,0.9830508474576269,0.0757989144915183,0.9152542372881356,1.0169491525423728,0.35,0.055901699437494734,0.3,0.375,0.3152542372881356,0.009283433178053638,0.30847457627118646,0.3220338983050847,1.2610169491525425,0.037133732712214554,1.2338983050847459,1.2881355932203389,0.7,0.06846531968814576,0.65,0.75,0.0,1.0,1.0
ward,tanimoto,5,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5757235549511448,0.0,0.5757235549511448,0.5757235549511448,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.6062278240451203,0.0,0.6062278240451203,0.6062278240451203,0.8055555555555556,0.0,0.8055555555555556,0.8055555555555556,0.7108102133155386,0.0,0.7108102133155386,0.7108102133155386,0.11864406779661016,1.5515838457795457e-17,0.11864406779661016,0.11864406779661016,1.1864406779661016,0.0,1.1864406779661016,1.1864406779661016,0.5,0.0,0.5,0.5,0.3050847457627119,0.0,0.3050847457627119,0.3050847457627119,1.2203389830508475,0.0,1.2203389830508475,1.2203389830508475,0.875,0.0,0.875,0.875,0.0,1.0,1.0
