method,dimension,metric,n_repeats,effective_dim,explained_variance_ratio_mean,reference_exact_recall_mean,reference_exact_recall_std,reference_exact_recall_ci_low,reference_exact_recall_ci_high,sample_reference_hit_rate_mean,sample_reference_hit_rate_std,sample_reference_hit_rate_ci_low,sample_reference_hit_rate_ci_high,reference_mean_nearest_sample_distance_mean,reference_mean_nearest_sample_distance_std,reference_mean_nearest_sample_distance_ci_low,reference_mean_nearest_sample_distance_ci_high,reference_median_nearest_sample_distance_mean,reference_median_nearest_sample_distance_std,reference_median_nearest_sample_distance_ci_low,reference_median_nearest_sample_distance_ci_high,coverage_radius_mean,coverage_radius_std,coverage_radius_ci_low,coverage_radius_ci_high,max_coverage_radius_mean,max_coverage_radius_std,max_coverage_radius_ci_low,max_coverage_radius_ci_high,mean_sample_nn_distance_mean,mean_sample_nn_distance_std,mean_sample_nn_distance_ci_low,mean_sample_nn_distance_ci_high,reference_coverage_q10_mean,reference_coverage_q10_std,reference_coverage_q10_ci_low,reference_coverage_q10_ci_high,reference_enrichment_q10_mean,reference_enrichment_q10_std,reference_enrichment_q10_ci_low,reference_enrichment_q10_ci_high,reference_cluster_coverage_q10_mean,reference_cluster_coverage_q10_std,reference_cluster_coverage_q10_ci_low,reference_cluster_coverage_q10_ci_high,reference_coverage_q25_mean,reference_coverage_q25_std,reference_coverage_q25_ci_low,reference_coverage_q25_ci_high,reference_enrichment_q25_mean,reference_enrichment_q25_std,reference_enrichment_q25_ci_low,reference_enrichment_q25_ci_high,reference_cluster_coverage_q25_mean,reference_cluster_coverage_q25_std,reference_cluster_coverage_q25_ci_low,reference_cluster_coverage_q25_ci_high
scopemap_hd,full,euclidean,20,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.46092498993944,0.4797256491700987,32.25434082133303,32.66539044220819,33.196435037612915,0.5689714406946972,32.93138895975689,33.39141837485329,34.18035871670936,0.09120981380083786,34.14250625395672,34.21884036464588,67.09429044312127,0.0,67.09429044312127,67.09429044312127,14.108430023534018,2.7606766645536407,13.018093187481112,15.35070155135586,0.16944444444444443,0.01242259987499883,0.16666666666666663,0.175,1.6944444444444442,0.12422599874998828,1.6666666666666667,1.75,0.17499999999999996,0.037267799624996496,0.16666666666666663,0.19166666666666665,0.32499999999999996,0.027186693607199598,0.3138194444444444,0.3361111111111111,1.2999999999999998,0.10874677442879839,1.2555555555555553,1.3444444444444443,0.33333333333333326,5.695323946259567e-17,0.33333333333333326,0.33333333333333326
fps,full,euclidean,20,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.33748095717211,5.589889189201418,43.89976271169145,48.890570260497924,46.510537821800135,5.228976420110929,44.373771401704964,48.70969061274985,47.089221681264,5.455237049737412,44.611292995696274,49.341393127337454,61.376516883271506,3.5989464711184618,59.891314578051805,62.92339442572091,65.28233660431653,3.112030150973946,63.954451042182285,66.59757732895173,0.2444444444444444,0.060858061945018464,0.21944444444444441,0.27222222222222225,2.444444444444444,0.6085806194501846,2.194444444444444,2.7222222222222223,0.29166666666666663,0.07404360971988655,0.2583333333333333,0.3166666666666666,0.40555555555555556,0.040705283170280354,0.38888888888888895,0.4222222222222222,1.6222222222222222,0.16282113268112142,1.5555555555555558,1.6888888888888889,0.3416666666666666,0.0372677996249965,0.33333333333333326,0.3583333333333333
kennard_stone,full,euclidean,20,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.42156745367036,0.0,57.42156745367036,57.42156745367036,56.82109772125212,7.290014651212246e-15,56.82109772125212,56.82109772125212,57.81094278219515,7.290014651212246e-15,57.81094278219515,57.81094278219515,69.00374087755708,1.4580029302424492e-14,69.00374087755708,69.00374087755708,71.43673224681787,0.0,71.43673224681787,71.43673224681787,0.16666666666666663,2.8476619731297836e-17,0.16666666666666663,0.16666666666666663,1.6666666666666667,2.278129578503827e-16,1.6666666666666667,1.6666666666666667,0.16666666666666663,2.8476619731297836e-17,0.16666666666666663,0.16666666666666663,0.38888888888888895,5.695323946259567e-17,0.38888888888888895,0.38888888888888895,1.5555555555555558,2.278129578503827e-16,1.5555555555555558,1.5555555555555558,0.33333333333333326,5.695323946259567e-17,0.33333333333333326,0.33333333333333326
ward,full,euclidean,20,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.50205304923565,0.0,28.50205304923565,28.50205304923565,30.55430629412266,7.290014651212246e-15,30.55430629412266,30.55430629412266,33.67690326934595,7.290014651212246e-15,33.67690326934595,33.67690326934595,67.09429044312127,0.0,67.09429044312127,67.09429044312127,32.04563969599553,0.0,32.04563969599553,32.04563969599553,0.33333333333333326,5.695323946259567e-17,0.33333333333333326,0.33333333333333326,3.3333333333333335,4.556259157007654e-16,3.3333333333333335,3.3333333333333335,0.33333333333333326,5.695323946259567e-17,0.33333333333333326,0.33333333333333326,0.38888888888888895,5.695323946259567e-17,0.38888888888888895,0.38888888888888895,1.5555555555555558,2.278129578503827e-16,1.5555555555555558,1.5555555555555558,0.33333333333333326,5.695323946259567e-17,0.33333333333333326,0.33333333333333326
random,tanimoto,tanimoto,20,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6376798757807892,0.04124978835243856,0.6201766360606913,0.6545484724126431,0.6431028047624858,0.0445892327502526,0.623367625412182,0.6597233003020232,0.6372660860463109,0.00945485274376263,0.6331819832825076,0.6413024279741203,0.8461325252409623,0.011467569053449015,0.8412941077181609,0.8512307883433702,0.6541506248778829,0.020929745818125126,0.644949373324524,0.6628919383662512,0.1,0.12435669420828119,0.05,0.15555555555555553,1.0,1.243566942082812,0.4999999999999999,1.5833333333333333,0.12499999999999997,0.11939173323522982,0.075,0.175,0.21666666666666665,0.18284091232618832,0.1472222222222222,0.30277777777777776,0.8666666666666666,0.7313636493047533,0.5886111111111111,1.177777777777778,0.26666666666666666,0.15672078199387576,0.2,0.3333333333333333
cvt,tanimoto,tanimoto,20,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6202456191384546,1.1390647892519134e-16,0.6202456191384546,0.6202456191384546,0.6785785123966941,1.1390647892519134e-16,0.6785785123966941,0.6785785123966941,0.6168996921724541,1.1390647892519134e-16,0.6168996921724541,0.6168996921724541,0.8208955223880597,0.0,0.8208955223880597,0.8208955223880597,0.7307647569510008,1.1390647892519134e-16,0.7307647569510008,0.7307647569510008,0.11111111111111112,1.4238309865648918e-17,0.11111111111111112,0.11111111111111112,1.111111111111111,0.0,1.111111111111111,1.111111111111111,0.33333333333333326,5.695323946259567e-17,0.33333333333333326,0.33333333333333326,0.16666666666666663,2.8476619731297836e-17,0.16666666666666663,0.16666666666666663,0.6666666666666665,1.1390647892519134e-16,0.6666666666666665,0.6666666666666665,0.5,0.0,0.5,0.5
scopemap_hd,tanimoto,tanimoto,20,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6435138267568518,0.0,0.6435138267568518,0.6435138267568518,0.7045573770491804,1.1390647892519134e-16,0.7045573770491804,0.7045573770491804,0.6510732562783706,1.1390647892519134e-16,0.6510732562783706,0.6510732562783706,0.8400000000000001,1.1390647892519134e-16,0.8400000000000001,0.8400000000000001,0.12573757022645196,2.8476619731297836e-17,0.12573757022645196,0.12573757022645196,0.05555555555555556,7.119154932824459e-18,0.05555555555555556,0.05555555555555556,0.5555555555555555,0.0,0.5555555555555555,0.5555555555555555,0.16666666666666663,2.8476619731297836e-17,0.16666666666666663,0.16666666666666663,0.22222222222222224,2.8476619731297836e-17,0.22222222222222224,0.22222222222222224,0.888888888888889,1.1390647892519134e-16,0.888888888888889,0.888888888888889,0.5,0.0,0.5,0.5
fps,tanimoto,tanimoto,20,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470185593361325,0.04715002428046857,0.6269769418288643,0.6668369763672245,0.6713120231206778,0.04320840594207846,0.6520761674319787,0.6897072139308417,0.6797800347204223,0.009411190980591365,0.6758968914949678,0.6841077856197655,0.8047306245885316,0.003229438212438869,0.8034012321074195,0.8060964749869456,0.8201449735938956,0.0031728388892381058,0.8186989799433567,0.8213952808543493,0.18333333333333332,0.1551582227085438,0.12222222222222219,0.25555555555555554,1.8333333333333333,1.5515822270854378,1.222222222222222,2.527777777777778,0.275,0.1354546168145415,0.2166666666666667,0.3416666666666667,0.4027777777777778,0.18633899812498247,0.32500000000000007,0.486111111111111,1.6111111111111112,0.7453559924999299,1.3000000000000003,1.9444444444444442,0.525,0.1354546168145415,0.4666666666666666,0.5833333333333333
kennard_stone,tanimoto,tanimoto,20,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6606501291110276,1.1390647892519134e-16,0.6606501291110276,0.6606501291110276,0.6999336319893812,0.0,0.6999336319893812,0.6999336319893812,0.6888158291178209,1.1390647892519134e-16,0.6888158291178209,0.6888158291178209,0.8125,0.0,0.8125,0.8125,0.8233315722734424,0.0,0.8233315722734424,0.8233315722734424,0.11111111111111112,1.4238309865648918e-17,0.11111111111111112,0.11111111111111112,1.111111111111111,0.0,1.111111111111111,1.111111111111111,0.16666666666666663,2.8476619731297836e-17,0.16666666666666663,0.16666666666666663,0.38888888888888895,5.695323946259567e-17,0.38888888888888895,0.38888888888888895,1.5555555555555558,2.278129578503827e-16,1.5555555555555558,1.5555555555555558,0.5,0.0,0.5,0.5
ward,tanimoto,tanimoto,20,1191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6202456191384546,1.1390647892519134e-16,0.6202456191384546,0.6202456191384546,0.6785785123966941,1.1390647892519134e-16,0.6785785123966941,0.6785785123966941,0.6168996921724541,1.1390647892519134e-16,0.6168996921724541,0.6168996921724541,0.8208955223880597,0.0,0.8208955223880597,0.8208955223880597,0.7307647569510008,1.1390647892519134e-16,0.7307647569510008,0.7307647569510008,0.11111111111111112,1.4238309865648918e-17,0.11111111111111112,0.11111111111111112,1.111111111111111,0.0,1.111111111111111,1.111111111111111,0.33333333333333326,5.695323946259567e-17,0.33333333333333326,0.33333333333333326,0.16666666666666663,2.8476619731297836e-17,0.16666666666666663,0.16666666666666663,0.6666666666666665,1.1390647892519134e-16,0.6666666666666665,0.6666666666666665,0.5,0.0,0.5,0.5
